Event	Site	Reference (SST proxy reference)	URL ref (SST proxy reference)	Reference (d18O reference)	URL ref (d18O reference)	Season (A annual S summer (months JFM))	Proxy (A alkenone UK'37 D diatom as...)	Latitude	Longitude	SST [°C] (Reconstructed)	Age [ka BP] (Chronology follows Lisiecki a...)	SST anomaly [°C] (Anomaly relative to the World...)
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	80	2.7315880
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	82	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	84	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	86	4.0093243
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	88	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	90	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	92	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	94	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	96	3.0843564
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	98	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	100	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	102	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	104	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	106	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	108	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	110	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	112	2.7657256
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	114	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	116	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	118	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	120	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	122	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	124	2.8890211
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	126	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	128	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	130	4.0719251
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	132	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	134	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	136	0.0403984
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	138	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	140	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	142	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	144	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	146	-3.7330870
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	148	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	150	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	152	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	154	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	156	1.5322276
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	158	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	160	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	162	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	164	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	166	1.2525614
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	168	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	170	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	172	1.0130375
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	174	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	176	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	178	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	180	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	182	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	184	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	186	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	188	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	190	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	192	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	194	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	196	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	198	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	200	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	202	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	204	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	206	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	208	
CHAT_1k	CHAT-1K	Weaver et al. (1998)	doi:10.1029/97PA02982	Weaver et al. (1998)	doi:10.1029/97PA02982	S	F	-41.5833	-171.5000	17.4022424	210	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	0	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	2	0.3794590
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	4	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	6	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	8	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	10	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	12	-1.5429730
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	14	-3.3034098
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	16	-3.3737307
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	18	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	20	-3.6396659
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	22	-5.4702667
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	24	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	26	-5.7225031
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	28	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	30	-2.4399719
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	32	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	34	-2.6340398
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	36	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	38	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	40	-2.2052231
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	42	-2.2704805
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	44	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	46	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	48	-6.9007672
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	50	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	52	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	54	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	56	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	58	-1.6776311
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	60	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	62	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	64	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	66	-1.3685353
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	68	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	70	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	72	-2.3500639
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	74	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	76	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	78	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	80	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	82	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	84	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	86	-1.5289124
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	88	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	90	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	92	0.4488166
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	94	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	96	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	98	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	100	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	102	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	104	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	106	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	108	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	110	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	112	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	114	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	116	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	118	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	120	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	122	-1.2566937
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	124	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	126	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	128	1.1667468
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	130	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	132	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	134	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	136	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	138	-1.5078433
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	140	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	142	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	144	-3.0966461
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	146	
90-593_Site	DSDP-593	McClymont et al. (2016)	doi:10.1002/2016PA002954	Dudley and Nelson (1994)	doi:10.1016/0377-8398(94)90008-6	A	A	-40.5078	167.6745	15.7845398	148	1.3423144
